,0
1278,1.689
1279,1.696
1280,1.678
1281,1.667
1282,1.685
1283,1.714
1284,1.747
1285,1.798
1286,1.837
1287,1.87
1288,1.895
1289,1.928
1290,1.942
1291,1.921
1292,1.91
1293,1.91
1294,1.928
1295,1.949
1296,1.968
1297,1.939
1298,1.946
1299,1.971
1300,1.978
1301,1.968
1302,1.921
1303,1.888
1304,1.855
1305,1.808
1306,1.758
1307,1.732
1308,1.729
1309,1.754
1310,1.783
1311,1.787
1312,1.761
1313,1.743
1314,1.725
1315,1.693
1316,1.671
1317,1.696
1318,1.736
1319,1.765
1320,1.808
1321,1.877
1322,1.939
1323,1.953
1324,1.942
1325,1.942
1326,1.953
1327,1.957
1328,1.939
1329,1.902
1330,1.866
1331,1.848
1332,1.845
1333,1.848
1334,1.826
1335,1.779
1336,1.732
1337,1.682
1338,1.678
1339,1.729
1340,1.729
1341,1.714
1342,1.7
1343,1.729
1344,1.671
1345,1.353
1346,1.411
1347,1.468
1348,1.848
1349,2.279
1350,2.525
1351,2.474
1352,2.322
1353,2.134
1354,2.0
1355,1.845
1356,1.548
1357,1.273
1358,1.291
1359,1.736
1360,2.166
1361,2.336
1362,2.391
1363,2.467
1364,2.434
1365,2.123
1366,1.667
1367,1.309
1368,1.081
1369,1.118
1370,1.212
1371,1.309
1372,1.378
1373,1.501
1374,1.624
1375,1.685
1376,1.729
1377,1.758
1378,1.816
1379,1.921
1380,2.025
1381,2.105
1382,2.141
1383,2.127
1384,2.13
1385,2.123
1386,2.123
1387,2.141
1388,2.163
1389,2.159
1390,2.123
1391,2.058
1392,1.968
1393,1.899
1394,1.855
1395,1.801
1396,1.765
1397,1.714
1398,1.66
1399,1.624
1400,1.613
1401,1.602
1402,1.595
1403,1.602
1404,1.613
1405,1.609
1406,1.573
1407,1.559
1408,1.599
1409,1.682
1410,1.765
1411,1.823
1412,1.852
1413,1.852
1414,1.87
1415,1.895
1416,1.91
1417,1.921
1418,1.921
1419,1.921
1420,1.921
1421,1.899
1422,1.87
1423,1.859
1424,1.874
1425,1.884
1426,1.899
1427,1.892
1428,1.884
1429,1.87
1430,1.863
1431,1.837
1432,1.805
1433,1.798
1434,1.83
1435,1.859
1436,1.859
1437,1.834
1438,1.805
1439,1.808
1440,1.837
1441,1.852
1442,1.863
1443,1.841
1444,1.816
1445,1.801
1446,1.779
1447,1.758
1448,1.74
1449,1.74
1450,1.718
1451,1.675
1452,1.671
1453,1.808
1454,2.08
1455,2.156
1456,2.015
1457,1.899
1458,1.881
1459,1.899
1460,1.848
1461,1.747
1462,1.704
1463,1.751
1464,1.816
1465,1.837
1466,1.819
1467,1.79
1468,1.787
1469,1.779
1470,1.718
1471,1.693
1472,1.714
1473,1.743
1474,1.787
1475,1.823
1476,1.841
1477,1.855
1478,1.863
1479,1.855
1480,1.859
1481,1.866
1482,1.863
1483,1.863
