,0
1108,0.4232
1109,0.4304
1110,0.4232
1111,0.4196
1112,0.4123
1113,0.4268
1114,0.4196
1115,0.4268
1116,0.4268
1117,0.4268
1118,0.4196
1119,0.4232
1120,0.4268
1121,0.4268
1122,0.4196
1123,0.4159
1124,0.4232
1125,0.4196
1126,0.4268
1127,0.4268
1128,0.4268
1129,0.4268
1130,0.4304
1131,0.4304
1132,0.4196
1133,0.4304
1134,0.4304
1135,0.4196
1136,0.4232
1137,0.4196
1138,0.4232
1139,0.4232
1140,0.4304
1141,0.4268
1142,0.4196
1143,0.4196
1144,0.4123
1145,0.4196
1146,0.4232
1147,0.4268
1148,0.4232
1149,0.4232
1150,0.4196
1151,0.4268
1152,0.4196
1153,0.4268
1154,0.4232
1155,0.4232
1156,0.4268
1157,0.4232
1158,0.4232
1159,0.4232
1160,0.4268
1161,0.4196
1162,0.4268
1163,0.4196
1164,0.4232
1165,0.4159
1166,0.434
1167,0.4196
1168,0.4268
1169,0.4232
1170,0.4232
1171,0.4232
1172,0.4159
1173,0.4232
1174,0.4196
1175,0.4196
1176,0.4232
1177,0.4304
1178,0.4196
1179,0.4196
1180,0.4196
1181,0.4232
1182,0.4196
1183,0.4232
1184,0.4159
1185,0.4159
1186,0.4159
1187,0.4196
1188,0.4232
1189,0.4159
1190,0.4232
1191,0.4159
1192,0.4159
1193,0.4232
1194,0.4232
1195,0.4159
1196,0.4232
1197,0.4196
1198,0.4196
1199,0.4015
1200,0.4159
1201,0.4159
1202,0.4159
1203,0.4123
1204,0.4232
1205,0.4196
1206,0.4196
1207,0.4196
1208,0.4196
1209,0.4196
1210,0.4196
1211,0.4123
1212,0.4159
1213,0.4159
1214,0.4123
1215,0.4123
1216,0.4159
1217,0.4196
1218,0.4123
1219,0.4196
1220,0.4123
1221,0.4087
1222,0.4196
1223,0.4123
1224,0.4196
1225,0.4159
1226,0.4159
1227,0.4123
1228,0.4159
1229,0.4196
1230,0.4196
1231,0.4015
1232,0.4159
1233,0.4159
1234,0.4159
1235,0.4159
1236,0.4123
1237,0.4159
1238,0.4087
1239,0.4159
1240,0.4087
1241,0.4196
1242,0.4232
1243,0.4159
1244,0.4196
1245,0.4087
1246,0.4196
1247,0.4159
1248,0.4159
1249,0.4087
1250,0.4159
1251,0.4087
1252,0.4123
1253,0.4087
1254,0.4123
1255,0.4123
1256,0.4159
1257,0.4123
1258,0.4087
1259,0.4159
1260,0.4159
1261,0.4159
1262,0.4087
1263,0.4232
1264,0.4232
1265,0.4123
1266,0.4087
1267,0.4087
1268,0.4123
1269,0.4159
1270,0.4159
1271,0.4159
1272,0.4159
1273,0.4123
1274,0.4015
1275,0.3978
1276,0.4087
1277,0.4087
1278,0.4087
1279,0.4123
1280,0.4159
1281,0.4123
1282,0.4087
1283,0.4123
1284,0.4123
1285,0.4015
1286,0.4051
1287,0.4087
1288,0.4087
1289,0.4087
1290,0.4123
1291,0.4087
1292,0.4087
1293,0.4087
1294,0.4123
1295,0.4051
1296,0.4232
1297,0.4159
1298,0.4123
1299,0.4087
1300,0.4123
1301,0.4159
1302,0.4087
1303,0.4051
1304,0.4123
1305,0.4123
1306,0.4123
1307,0.4051
1308,0.4015
1309,0.4051
1310,0.4051
1311,0.4087
1312,0.4051
1313,0.4051
1314,0.4087
1315,0.4159
1316,0.4051
1317,0.4051
1318,0.4015
1319,0.4015
1320,0.4123
1321,0.4051
1322,0.4123
1323,0.4123
1324,0.4051
1325,0.4051
1326,0.4051
1327,0.4051
1328,0.4123
1329,0.4087
1330,0.4051
1331,0.4087
1332,0.4123
1333,0.4015
1334,0.4015
1335,0.4051
1336,0.4087
1337,0.4015
1338,0.4123
1339,0.4015
1340,0.3978
1341,0.4051
1342,0.4051
1343,0.4015
1344,0.4015
1345,0.4015
1346,0.4087
1347,0.4015
1348,0.4051
1349,0.4015
1350,0.4196
1351,0.4051
1352,0.4087
1353,0.4015
1354,0.4051
1355,0.4087
1356,0.4087
1357,0.4051
1358,0.4015
1359,0.4051
1360,0.4015
1361,0.4123
1362,0.4015
1363,0.4087
1364,0.4051
1365,0.3978
1366,0.4015
1367,0.4087
1368,0.4015
1369,0.4015
1370,0.4087
1371,0.4051
1372,0.4232
1373,0.4015
1374,0.4015
1375,0.4123
1376,0.4015
1377,0.4015
1378,0.4015
1379,0.4087
1380,0.4015
1381,0.3978
1382,0.3978
1383,0.4051
1384,0.4051
1385,0.4051
1386,0.4015
1387,0.4051
1388,0.4087
1389,0.4087
1390,0.4087
1391,0.4051
1392,0.4087
1393,0.4196
1394,0.4051
1395,0.4051
1396,0.4051
1397,0.4051
1398,0.4051
1399,0.3978
1400,0.3978
1401,0.4015
1402,0.4051
1403,0.4051
1404,0.387
1405,0.3978
1406,0.3978
1407,0.4015
1408,0.4015
1409,0.4015
1410,0.4051
1411,0.3942
1412,0.3942
1413,0.4015
1414,0.4051
1415,0.3978
1416,0.4051
1417,0.4051
1418,0.4015
1419,0.3978
1420,0.3942
1421,0.3978
1422,0.4015
1423,0.3978
1424,0.4015
1425,0.4015
1426,0.4087
1427,0.3978
1428,0.3978
1429,0.3978
1430,0.3978
1431,0.4051
1432,0.3978
1433,0.3942
1434,0.3942
1435,0.3978
1436,0.4123
1437,0.3942
1438,0.4051
1439,0.3978
1440,0.3978
1441,0.4015
1442,0.4015
1443,0.4015
1444,0.3942
1445,0.4015
1446,0.3942
1447,0.3906
1448,0.3978
1449,0.3942
1450,0.3942
1451,0.3942
1452,0.3978
1453,0.4015
1454,0.3978
1455,0.3942
1456,0.3942
1457,0.3978
1458,0.4015
1459,0.4087
1460,0.3978
1461,0.3942
1462,0.4015
1463,0.3942
1464,0.3942
1465,0.3942
1466,0.3978
1467,0.3942
1468,0.3978
1469,0.4051
1470,0.3978
1471,0.3978
1472,0.4015
1473,0.3942
1474,0.3942
1475,0.4015
1476,0.3978
1477,0.3978
1478,0.3942
1479,0.3978
1480,0.3978
1481,0.3942
1482,0.3942
1483,0.3942
1484,0.3942
1485,0.3942
1486,0.3978
1487,0.3942
1488,0.3906
1489,0.4015
1490,0.3942
1491,0.387
1492,0.4015
1493,0.3978
1494,0.3942
1495,0.3942
1496,0.3942
1497,0.3942
1498,0.3942
1499,0.3942
1500,0.3906
1501,0.3834
1502,0.3906
1503,0.3942
1504,0.3942
1505,0.3906
1506,0.3942
1507,0.3942
1508,0.3942
1509,0.3906
1510,0.3906
1511,0.3978
1512,0.3978
1513,0.3906
1514,0.3978
1515,0.3978
1516,0.3978
1517,0.4015
1518,0.3978
1519,0.3942
1520,0.3942
1521,0.3906
1522,0.3906
1523,0.3906
1524,0.3942
1525,0.3942
1526,0.3978
1527,0.3978
1528,0.3906
1529,0.3978
1530,0.3906
1531,0.4015
1532,0.4015
1533,0.3978
1534,0.3834
1535,0.3978
1536,0.4015
1537,0.3942
1538,0.3978
1539,0.3942
1540,0.3942
1541,0.3978
1542,0.3942
1543,0.3978
1544,0.3834
1545,0.3942
1546,0.3942
1547,0.3906
1548,0.3978
1549,0.3942
1550,0.3978
1551,0.3978
1552,0.3942
1553,0.3906
1554,0.3906
1555,0.387
1556,0.4015
1557,0.3942
1558,0.3906
1559,0.3978
1560,0.3906
1561,0.3978
1562,0.3906
1563,0.3942
1564,0.3978
1565,0.3906
1566,0.3978
1567,0.3906
1568,0.3906
1569,0.3906
1570,0.3942
1571,0.3906
1572,0.387
1573,0.387
1574,0.3942
1575,0.3978
1576,0.3978
1577,0.3834
1578,0.3906
1579,0.387
1580,0.3978
1581,0.3942
1582,0.3978
1583,0.3942
1584,0.3942
1585,0.3906
1586,0.3906
1587,0.3978
1588,0.3978
1589,0.3906
1590,0.3942
1591,0.3906
1592,0.3978
1593,0.3906
1594,0.3978
1595,0.3942
1596,0.3906
1597,0.3978
1598,0.3942
1599,0.3834
1600,0.3906
1601,0.3942
1602,0.387
1603,0.3978
1604,0.3942
1605,0.3978
1606,0.3978
1607,0.3942
1608,0.387
1609,0.3834
1610,0.3942
1611,0.3942
1612,0.3906
1613,0.3906
1614,0.3978
1615,0.3942
1616,0.3906
1617,0.4015
1618,0.3978
1619,0.387
1620,0.4087
1621,0.3798
1622,0.3942
1623,0.3906
1624,0.3942
1625,0.3978
1626,0.3906
1627,0.3906
1628,0.3942
1629,0.3906
1630,0.3906
1631,0.3834
1632,0.3906
1633,0.3942
1634,0.3906
1635,0.3906
1636,0.3942
1637,0.3906
1638,0.387
1639,0.387
1640,0.3906
1641,0.3906
1642,0.3834
1643,0.387
1644,0.3942
1645,0.3942
1646,0.3978
1647,0.3906
1648,0.3978
1649,0.3978
1650,0.3942
1651,0.387
1652,0.3906
1653,0.3942
1654,0.3978
1655,0.3978
1656,0.3906
1657,0.387
1658,0.3942
1659,0.3906
1660,0.387
1661,0.3978
1662,0.3906
1663,0.3834
1664,0.387
1665,0.3906
1666,0.3942
1667,0.3942
1668,0.387
1669,0.3978
1670,0.3906
1671,0.387
1672,0.3942
1673,0.387
1674,0.3834
1675,0.4087
1676,0.3906
1677,0.3942
1678,0.3906
1679,0.387
1680,0.3906
1681,0.3978
1682,0.387
1683,0.3906
1684,0.3906
1685,0.3942
1686,0.3906
1687,0.3906
1688,0.3942
1689,0.3942
1690,0.3942
1691,0.3906
1692,0.387
1693,0.387
1694,0.3906
1695,0.3942
1696,0.3942
1697,0.3906
1698,0.3978
1699,0.3978
1700,0.3906
1701,0.3906
1702,0.3906
1703,0.387
1704,0.3906
1705,0.3942
1706,0.3942
1707,0.387
1708,0.3906
1709,0.3906
1710,0.3942
1711,0.3834
1712,0.3942
1713,0.3942
1714,0.3942
1715,0.387
1716,0.3906
1717,0.3906
1718,0.3906
1719,0.3942
1720,0.387
1721,0.3906
1722,0.3942
1723,0.3942
1724,0.387
1725,0.3906
1726,0.3942
1727,0.3942
1728,0.3942
1729,0.3978
1730,0.3906
1731,0.3942
1732,0.3942
1733,0.3906
1734,0.3906
1735,0.3906
1736,0.3942
1737,0.3906
1738,0.3906
1739,0.4087
1740,0.387
1741,0.3906
1742,0.3906
1743,0.3978
1744,0.3942
1745,0.387
1746,0.3942
1747,0.3906
1748,0.387
1749,0.3978
1750,0.387
1751,0.3906
1752,0.3942
1753,0.3942
1754,0.3906
1755,0.387
1756,0.3906
1757,0.3978
1758,0.387
1759,0.3942
1760,0.387
1761,0.3834
1762,0.3942
1763,0.3942
1764,0.387
1765,0.3906
1766,0.3978
1767,0.3942
1768,0.3942
1769,0.3942
1770,0.3906
1771,0.387
1772,0.4015
1773,0.387
1774,0.387
1775,0.3942
1776,0.387
1777,0.387
1778,0.3942
1779,0.3906
1780,0.3942
1781,0.3978
1782,0.4087
1783,0.3834
1784,0.3906
1785,0.3942
1786,0.3942
1787,0.3942
1788,0.3978
1789,0.3942
1790,0.387
1791,0.387
1792,0.387
1793,0.4051
1794,0.387
1795,0.3906
1796,0.3942
1797,0.3942
1798,0.3906
1799,0.3978
1800,0.3906
1801,0.3906
1802,0.3942
1803,0.3942
1804,0.4087
1805,0.387
1806,0.3978
1807,0.387
1808,0.3978
1809,0.3906
1810,0.387
1811,0.3942
1812,0.3942
1813,0.3942
1814,0.3906
1815,0.3834
1816,0.3834
1817,0.3978
1818,0.3942
1819,0.3906
1820,0.3942
1821,0.387
1822,0.3978
1823,0.3906
1824,0.387
1825,0.3978
1826,0.3942
1827,0.387
1828,0.3942
1829,0.3906
1830,0.3942
1831,0.3906
1832,0.3906
1833,0.387
1834,0.3942
1835,0.3906
1836,0.3942
1837,0.387
1838,0.3906
1839,0.3978
1840,0.3978
1841,0.3906
1842,0.3942
1843,0.3906
1844,0.3978
1845,0.3978
1846,0.3978
1847,0.3942
1848,0.3906
1849,0.3978
1850,0.3942
1851,0.3906
1852,0.3978
1853,0.3906
1854,0.4015
1855,0.3906
1856,0.3942
1857,0.3906
1858,0.4015
1859,0.3978
1860,0.387
1861,0.3906
1862,0.3978
1863,0.3978
1864,0.3906
1865,0.3978
1866,0.3906
1867,0.3978
1868,0.3942
1869,0.3978
1870,0.3978
1871,0.3906
1872,0.3942
1873,0.3978
1874,0.3906
1875,0.4015
1876,0.3834
1877,0.3906
1878,0.3942
1879,0.3906
1880,0.3978
1881,0.3906
1882,0.3978
1883,0.3906
1884,0.3978
1885,0.4015
1886,0.3978
1887,0.3906
1888,0.3942
1889,0.3978
1890,0.3978
1891,0.3978
1892,0.3978
1893,0.3978
1894,0.3978
1895,0.3906
1896,0.3942
1897,0.3906
1898,0.4087
1899,0.3906
1900,0.4015
